koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_time0bk,koi_impact,koi_teq,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_kepmag,rho_star,rho_circ,density_discrepancy_ratio,log_koi_period,log_koi_duration,log_koi_depth,log_koi_prad,log_koi_insol,log_koi_model_snr,koi_period_err_ratio,koi_duration_err_ratio,koi_prad_err_ratio,koi_steff_err_ratio,v_shape_metric,planet_star_radius_ratio,depth_x_fpflag_co,snr_x_fpflag_nt,koi_score,koi_score koi_model_snr,koi_score koi_depth,koi_model_snr koi_depth,disposition
0.994,0,0,0,0,142.74251,0.004,1015.0,3.0,6157.0,4.224,1.33,15.319,647.4884453862965,0.003339399376609726,193835.63831324037,2.4248628292217775,1.77240674071224,5.608738925969307,1.1631508098056809,5.531609248914061,2.856470206220483,8.89261663408657e-06,0.04237460749752149,0.1681817417355719,0.01997726165015799,55.63970201848475,1.6541340946360192,0.0,0.0,0.994,16.301599999999997,270.1692,4457.5199999999995,1
0.945,0,0,0,0,136.8106,0.945,433.0,1.0,4257.0,4.648,0.602,15.464,3797.4072256174145,0.01475597556566796,257329.64107171568,2.951643427848137,1.5777408256908456,5.742361956623676,0.8796267475025635,2.231089091288976,2.509599262378372,1.2719588085154394e-05,0.06243494733742265,0.07801412906799358,0.03476626731624001,80.85325680196233,2.3421888003508298,0.0,0.0,0.945,10.6785,293.706,3512.0400000000004,1
0.0,0,1,0,0,131.686117,1.248,1352.0,1.0,5544.0,4.435,0.875,15.476,1599.8365358759722,1.0935802000242245,1462.9334665231383,1.107698632860917,0.9371907959818967,8.25769681063623,3.469478889078561,6.675041074727977,4.844974178195408,4.177797078093214e-07,0.011913954202760046,0.2660668294965671,0.03300865800270406,2483.383253874772,35.56567363923013,0.0,0.0,0.0,0.0,0.0,486266.81999999995,2
1.0,0,0,0,0,137.88207,0.658,433.0,1.0,4243.0,4.637,0.641,15.561,3477.1676793953293,0.16834022103867768,20655.47379269884,2.9848883056861806,1.414298557529488,6.918200536843676,1.144222799920162,2.2300144001592104,3.2108436531709366,4.0635012826769465e-06,0.03192445017842684,0.03738316010132705,0.019797313217111166,324.22266051430483,3.3385283330291218,0.0,0.0,1.0,23.8,1009.5,24026.100000000002,1
1.0,0,0,0,0,132.22894,0.704,1015.0,1.0,5374.0,4.555,0.721,13.851,2559.460308261214,0.002391198530939558,1069919.6890050601,1.4920526101713032,1.1317246401183119,4.436751534363128,0.5306282510621704,5.530381015236806,2.8094026953624978,5.4378522978915845e-06,0.05663966842471754,0.1142855510206414,0.029772981014184408,39.742960617343826,0.97087243984405,0.0,0.0,1.0,15.6,83.5,1302.6,1
1.0,0,0,0,0,172.57123,0.854,685.0,1.0,6419.0,4.175,1.362,13.949,564.8154346257763,0.008642989111828467,65341.98820922632,3.7304820926523465,2.088649022430749,6.065876044621792,1.4350845252893227,3.971234865059992,3.676300671907076,4.162243238978867e-06,0.015691261564707158,0.26874991601565124,0.0272628135181083,60.77183195196042,2.349484324901377,0.0,0.0,1.0,38.5,429.9,16551.149999999998,1
0.0,0,1,0,0,151.47691,1.31,582.0,1.0,6340.0,4.23,1.492,12.849,585.2141797523085,1.8879868590305777,309.96713085474903,4.156001498391224,1.305653557956233,7.432128715293397,4.071075935282746,3.337192051686243,4.018183201256536,1.5160187683486488e-06,0.02256420855573824,0.17754251687708233,0.01782334384576919,627.6344271088706,38.619277064827706,0.0,0.0,0.0,0.0,0.0,92186.64000000001,2
0.334,1,0,0,0,131.73999,0.4062,2837.0,1.0,6823.0,4.212,1.493,13.127,561.0787954525468,0.20582245103701388,2726.0197641504237,0.5233899677811206,0.1710920748424058,3.653252276470785,0.9282193027394289,9.636868097573116,2.4849066497880004,2.223222777485884e-06,0.3906731475179662,0.6078427399720654,0.02418291073953057,201.49945605864923,1.024781631090669,0.0,11.0,0.334,3.6740000000000004,12.5584,413.6,2
0.0,0,0,1,1,132.11148,0.185,1724.0,1.0,5427.0,4.53,0.808,15.53,2156.1168962567394,0.00018198989667210906,11782710.05923449,0.5822435462783598,1.3334208715128224,4.273884476054178,0.5128236264286639,7.641886041006464,2.5877640352277083,1.0562609396341127e-05,0.1102361810178307,0.1940295611499087,0.0298507462631563,25.340005246955887,0.8292068945459226,70.8,0.0,0.0,0.0,0.0,870.84,2
0.0,0,1,0,0,388.551318,1.474,546.0,1.0,5921.0,4.484,0.912,15.6,1718.259783347168,6.290723491005076,273.14179563960516,3.614397110238019,1.17396710223953,8.232067847746146,4.002229273314295,3.093312601892855,4.209160236650682,1.2197972340440907e-06,0.019778047351867126,0.29169768630495746,0.029555818268948517,1681.8499723241578,58.90344418481997,0.0,0.0,0.0,0.0,0.0,249195.18,2
0.334,1,0,0,0,308.7451,42.778,692.0,2.0,7981.0,3.716,3.298,12.377,81.0649300656169,13.107977578417596,6.1843959830000825,5.3070922196691654,1.1678273576895826,7.560601162768557,9.619658049399836,4.008423499714461,1.8718021769015913,1.809101047428662e-05,0.19819404144738534,0.1861604978324781,0.028693146218682727,866.8167644168107,4565.462533213301,0.0,5.5,0.334,1.8370000000000002,641.2800000000001,10560.0,2
0.998,0,0,0,0,148.70814,0.011,582.0,3.0,5794.0,4.263,1.225,13.203,769.0376017966419,0.001954359515816428,393297.2916622665,3.7567367534161162,2.1744107542705375,5.254365479018854,0.9820784724121582,3.3375473545856993,3.342861804649192,7.029670310543351e-06,0.02052071046290747,0.1616765498942815,0.018122195371397618,24.41964545085989,1.3632641932537197,0.0,0.0,0.998,27.2454,190.0192,5197.92,1
0.198,1,0,0,0,188.47092,0.165,583.0,1.0,4915.0,3.063,6.877,13.265,8.643400548464543,1.650122678931272,5.238031948043177,5.48138646469665,1.3686394258811698,6.622603336383981,2.958549482426275,3.3456846717318967,2.5726122302071057,1.3487779248351735e-05,0.13617742792579252,0.047071699667668325,0.014649033567721457,256.2797760137283,2.6566813062845274,0.0,12.1,0.198,2.3958,148.6782,9085.89,2
0.701,0,1,0,0,132.0547,1.26,2260.0,1.0,5164.0,3.949,1.676,14.319,272.7781938076398,1.4294451113759266,190.82789594990373,0.6151102524649494,0.8702467933727482,8.790649556604036,4.226103551734458,8.730189432478111,4.616110126026426,2.1827084915502824e-05,0.016216204528861602,0.6115641125046092,0.0197521301278559,4736.212802729512,40.24460605930427,0.0,0.0,0.701,70.17009999999999,4606.621499999999,657807.1499999999,2
0.999,0,0,0,0,134.36744,0.839,1484.0,1.0,6123.0,4.263,1.263,13.925,745.8994950125781,0.0013723352118756224,543129.9573203773,1.3926702270196982,1.3864943411225568,4.8621352857778115,0.9631743177730056,7.04705624555906,3.2108436531709366,3.972784193993181e-06,0.030358560930898115,0.1790122351776326,0.01992487342480404,42.75525101464576,1.2826593169759963,0.0,0.0,0.999,23.7762,128.17170000000002,3053.5400000000004,1
1.0,0,0,0,0,134.74679,0.237,1576.0,1.0,6197.0,3.837,2.188,10.421,161.44936678339033,0.0002271958923273185,707503.3872731214,1.8914605947050593,1.553819488671088,3.7013019741124933,0.8712933659434193,7.286472497197096,3.502549875922443,3.846123126364228e-06,0.02348839697321438,0.1510790280006993,0.02178473454545994,10.591229228789588,0.6352830734538054,0.0,0.0,1.0,32.2,39.5,1271.9,1
1.0,0,0,0,0,139.00492,0.898,997.0,2.0,5779.0,4.339,1.087,12.791,1032.4145573511194,0.0059319897229471626,174012.53087596386,2.0950618900841347,1.3866442998841786,5.264760583019194,1.0260415958332743,5.456645024927341,3.8732821771117156,1.973071677721245e-06,0.012794025190236159,0.1452513155020584,0.01799619310988126,64.10339704691243,1.6467326157013658,0.0,0.0,1.0,47.1,192.4,9062.04,1
0.334,1,0,0,0,227.5013,0.0345,189.0,1.0,5228.0,4.471,0.854,13.416,1780.8436538672347,0.03595975343800342,49521.86713599927,6.376100510230917,2.1161350256163107,5.302807271820889,0.7793248768009976,0.262364264467491,2.2407096892759584,2.422303172529672e-05,0.08905328277116278,0.7203383725945995,0.03347360366612976,27.387309578392987,1.3817314031248207,0.0,8.4,0.334,2.8056,66.76660000000001,1679.16,2
0.0,0,1,1,1,356.41184,0.506,1460.0,1.0,6358.0,4.346,1.181,14.521,965.6811766065315,0.016976241063782885,56880.92505599125,1.4172633341370693,1.025862368303446,5.479805242593414,1.0577902941478545,6.97918251832313,3.4965075614664802,2.7356065520604343e-06,0.03816706444981031,0.32446791251706786,0.028153507387833673,133.4450218245198,1.5918699476122373,238.8,0.0,0.0,0.0,0.0,7641.6,2
0.919,0,0,0,0,169.64044,0.869,1069.0,1.0,5931.0,4.322,1.101,11.818,980.158577213858,0.001893428792175102,517390.0340104534,2.0034932115287907,1.4731369738696372,4.804021044733257,0.8754687373538999,5.736959319350758,3.9531649487593215,1.9626140664397427e-06,0.014303126972813055,0.14285704081639944,0.018040802559763817,35.98083916237796,1.2715701438963272,0.0,0.0,0.919,46.9609,111.199,6183.1,1
0.0,0,1,0,0,134.379945,0.69,803.0,1.0,5069.0,4.524,0.78,16.515,2202.870976446017,132.41067642429496,16.636656645046585,1.9890086881090896,1.2488496069892132,11.639831206364304,3.4124669739203863,4.597238815661811,6.328293862826008,2.052855438056381e-07,0.002863657332832997,0.11008861247141744,0.038271848483276416,45661.659690523906,37.615336390594365,0.0,0.0,0.0,0.0,0.0,63485976.00000001,2
1.0,0,0,0,0,177.72013,0.015,708.0,1.0,5747.0,4.335,1.099,13.936,1011.7797224440857,0.007270388684466157,139145.3223516365,3.034136591047005,1.87023171360017,5.92479041383999,1.1314021114911006,4.10082352831981,3.756538102587751,3.343269982613227e-06,0.013971362532084497,0.15238087981862863,0.020010440226203158,67.98060621869536,1.910826286782269,0.0,0.0,1.0,41.8,373.2,15599.759999999998,1
0.966,0,0,0,0,137.71768,0.803,867.0,1.0,6269.0,4.405,1.155,15.05,1131.1017633927372,0.0015134649093299763,746865.6133427053,2.6551749754191314,1.9955163067420747,5.441551534633945,1.0784095813505903,4.900373899838718,2.856470206220483,1.0024587985842772e-05,0.04169288204957803,0.32474210064840175,0.027117562605340952,36.154808660351065,1.6796522254093287,0.0,0.0,0.966,15.842399999999998,221.98680000000002,3768.72,1
0.0,0,1,1,1,133.557,0.059,942.0,1.0,4583.0,4.65,0.654,15.546,3511.607075084808,0.00017078364964241737,20442033.23421364,1.1896931800512118,2.1770218700187,5.571393286610456,0.6981347220709844,5.233192006587575,3.6082115510464816,1.0406488098446445e-05,0.30690533159778366,0.10891078325665025,0.0270565131950564,33.47825658845824,1.5443401462688895,261.8,0.0,0.0,0.0,0.0,9398.62,2
0.104,1,0,0,0,354.9326,0.479,224.0,2.0,5425.0,4.484,0.847,15.876,1850.121514064483,0.017731911510304614,104332.64232945477,5.9604570965820125,2.8039662579320366,6.6129814527166,1.205970806988609,0.4700036292457356,2.424802725718295,7.621759265384025e-05,0.14829141532614987,0.18803410767773177,0.03410138248219329,47.949706773068556,2.76268859186707,0.0,10.3,0.104,1.0712,77.3448,7660.110000000001,2
0.334,0,0,0,0,131.50396,0.3638,704.0,1.0,5290.0,4.604,0.746,15.498,2769.1395102479137,0.01111717730474419,249064.16171887328,2.3504952319596235,1.3118401751949431,5.290285194850773,0.7178397931503169,4.077706921069077,2.1162555148025524,1.057870489004216e-05,0.08920011455948597,0.24761881179160783,0.032703213604403925,72.76075460348153,1.4075048156771908,0.0,0.0,0.334,2.4382,65.9316,1441.02,0
0.972,0,0,0,0,137.44275,0.663,472.0,1.0,5918.0,4.403,1.043,11.667,1246.8073541704964,0.24505524130947437,5087.841662420423,4.200272829178652,1.4610307072339077,6.456926629122442,1.3297240096314962,2.543175557911976,4.268297869345539,1.6148049825819845e-06,0.01416746792911191,0.15107908234565384,0.017911456570140004,192.15194775496985,2.6653857474729175,0.0,0.0,0.972,68.42880000000001,618.2892,44781.44,1
0.0,0,0,1,1,131.51671,0.541,2596.0,1.0,5574.0,3.818,2.174,12.877,155.53356403781842,1.2246399344777378e-05,11741572.935375847,0.6594597757807666,1.7575130304994637,3.462606009790799,0.8064758658669484,9.281641909774372,3.3214324131932926,8.25811325758691e-06,0.04460190816967316,0.1854837213840957,0.030139935409016872,6.4401820674901895,0.5703769225497136,30.9,0.0,0.0,0.0,0.0,825.03,2
0.0,0,1,1,0,133.034879,0.873,3042.0,1.0,4839.0,2.761,9.278,12.858,3.1961657661203673,1.7317546661157575,1.845621659370233,1.2942614345000432,1.2918463095761756,9.446913343602054,4.848430040887125,9.914765714302796,4.39197696552705,1.0127245822961385e-06,0.03159688138023058,0.1642168471296282,0.010332713368395802,4799.392006292098,13.63871377034773,12668.0,0.0,0.0,0.0,0.0,1010906.3999999999,2
0.016,1,0,1,0,132.9696,0.72,1375.0,1.0,5780.0,4.438,1.0,13.232,1409.5603138397223,7.039871967557356e-05,19742095.099808235,1.1996463105347004,1.8438774234901616,4.212127597878484,0.6259384308664953,6.739478629108768,2.681021528714291,1.96166889492244e-05,0.08926891763410681,0.0,0.02716262975308605,12.497648468774955,0.86999913000087,66.5,13.6,0.016,0.2176,1.064,904.4,2
0.0,0,0,1,1,131.74503,0.368,3758.0,1.0,4973.0,3.208,4.708,11.693,17.629792855682965,5.312978103726034e-05,325694.88584384747,0.5000308302665878,1.2848151921700368,3.4688560301359703,1.2809338454620642,10.76625197237778,2.772588722239781,6.512292181928344e-06,0.06426929446469225,0.18461531360949474,0.011864065953777585,11.897470582451959,0.5522513695302953,31.1,0.0,0.0,0.0,0.0,466.5,2
0.0,0,0,0,0,154.3759,0.577,526.0,1.0,5141.0,4.505,0.806,15.581,2040.5564888531724,0.162233775327211,12577.799579267627,3.2322540401432764,1.2638442013633264,6.313729189289999,1.0818051703517284,2.9481164196123277,2.667228206581955,1.1924375822204615e-05,0.15439143190569835,0.09743584746879617,0.029760746930604792,217.05387276334272,2.41935183703246,0.0,0.0,0.0,0.0,0.0,7384.740000000001,0
0.0,0,1,0,0,131.7423095,0.831,2441.0,1.0,6791.0,4.137,1.619,10.811,435.3482619226987,4.1944083813445285,103.79250624867397,0.794686753705429,1.915882365430618,12.128818961578313,4.576667825515379,9.033752347029989,9.077517299862018,1.8125666962752185e-08,0.00017607666999658724,0.3039816997194958,0.02783095272745826,31957.915604380578,59.41318133836854,0.0,0.0,0.0,0.0,0.0,1620850176.0000002,2
0.996,0,0,0,0,139.8496,0.809,617.0,1.0,5944.0,4.293,1.123,14.638,898.8845325502654,0.03137486887658905,28648.91283444149,3.584005078604171,1.5277939233935902,5.680172609017068,1.1410330045520618,3.564449375735759,2.624668592163159,9.181122072076274e-06,0.060421269284570596,0.15492950472793204,0.011944818302162714,80.93124142703951,1.8967035648231836,0.0,0.0,0.996,12.748800000000001,290.832,3737.6000000000004,0
0.999,0,0,0,0,245.143036,0.041,334.0,1.0,5663.0,4.377,1.031,14.11,1188.0234097178463,2.2897570570783827,518.8423318547921,5.122699222196848,1.92681470022092,8.469094787925206,2.0831845279586703,1.3686394258811698,5.2192741592075835,7.866289572493128e-07,0.00521507853039087,0.14793739005158035,0.01977750308674245,811.9502331532085,6.818616082816604,0.0,0.0,0.999,183.61620000000002,4759.4358,875659.96,0
0.0,0,0,1,1,132.0046,0.716,1743.0,1.0,5930.0,4.436,0.997,14.712,1407.3058901502295,1.8117793557317923e-05,73612359.39340603,0.8043014991798408,1.8625285401162623,3.7796338173824005,0.5306282510621704,7.684305668247857,2.5649493574615367,2.605381719552097e-05,0.10827203892058107,0.32857095918434404,0.048903878575226996,7.867645612565143,0.702105614738601,42.8,0.0,0.0,0.0,0.0,513.5999999999999,2
0.0,0,0,1,1,133.703081,0.153,2169.0,1.0,6178.0,4.106,1.58,12.161,415.3618228516662,0.0016054900689735719,258552.37506513295,0.8476270063555829,1.132466061424619,4.802380355275797,1.007957920399979,8.558056785071237,3.784189633918261,1.2405343974227132e-06,0.015119091371135183,0.17816081714895568,0.01796697960214196,57.43352948531855,1.101265125781566,120.8,0.0,0.0,0.0,0.0,5194.4,2
0.0,0,1,0,0,138.402477,12.223,592.0,1.0,5783.0,4.415,0.941,15.546,1420.6727170901177,12.525106140022348,113.42599318376632,3.4017256731916086,2.103943892269102,11.176515226427094,7.076704489835658,3.4048573424936426,7.146614686736349,1.9651325834374502e-07,0.001143303112437818,0.27733166510799817,0.03285491958622602,9923.259772497962,1257.235645870727,0.0,0.0,0.0,0.0,0.0,90632921.6,2
0.0,0,1,0,0,135.730111,1.277,1030.0,1.0,5615.0,4.504,0.893,14.735,1837.5205502405836,0.9549852302088477,1924.1330315712853,1.6949658486359855,1.2691985892436433,8.642026868337565,3.6149637711637683,5.585074010923317,5.189060380611087,4.034669407750594e-07,0.006645814446515072,0.25670815334140656,0.027070347279239473,2214.1508154218864,40.481477624325166,0.0,0.0,0.0,0.0,0.0,1009855.5400000002,2
0.0,0,1,0,0,135.0201,0.0,1158.0,1.0,5780.0,4.438,1.0,16.81,1409.5603138397223,1.7613292968977179,800.2816486620493,1.5865234303522595,2.8432976205101994,12.82778021377258,4.136445738240736,6.053617412330066,5.640487624283887,2.476631196525851e-06,0.00455099122876825,0.0,0.02716262975308605,23028.262954047168,61.57993842006158,0.0,0.0,0.0,0.0,0.0,104501052.00000001,2
1.0,0,0,0,0,132.90904,0.247,1217.0,1.0,5662.0,4.56,0.84,14.325,2222.3086547380603,0.017094726721054974,129992.05538311986,1.2569338286385299,0.9646617605995498,5.435467204695271,0.8197798314933114,6.251691914652054,3.535145354171894,1.7608955939805774e-06,0.031836916166687504,0.24409429598874333,0.026845637579151246,140.6489681329096,1.5119029620202833,0.0,0.0,1.0,33.3,228.4,7605.719999999999,1
0.0,0,1,1,0,161.93506,0.851,335.0,1.0,5470.0,4.509,0.777,14.587,2136.301989209167,0.04963259051879296,43041.455733497474,4.718852563203022,3.2865718558208523,9.143901379419612,2.2617630984737906,1.3787660946990992,5.312713246831769,3.365465362289622e-06,0.006873519208049426,0.1593023070578713,0.02979890310241336,363.33344866865565,11.06819682342751,9356.2,0.0,0.0,0.0,0.0,1889016.7800000003,2
